PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),NTRA LEVEL1 (millimole/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200443,0x3f,2024-12-03T06:00:03Z,50.7405,1.5677,,,,,1.4,,,,,6.12,,,,001119999799991999
6200443,0x3f,2024-12-03T06:20:00Z,50.7405,1.5677,10.338,30.584,,3.402,0.638,5.96,0,2.553,10189,,91.237,0,21.448,001111191110119141
6200443,0x3f,2024-12-03T06:40:00Z,50.7405,1.5677,10.283,30.305,,3.369,0.652,6.11,0,3.811,10424,,93.179,0,22.333,001111191110119141
6200443,0x3f,2024-12-03T07:00:00Z,50.7405,1.5677,10.306,30.303,,3.371,0.662,6.07,0,3.673,10350,,92.239,0,17.435,001111191110119141
6200443,0x3f,2024-12-03T07:20:01Z,50.7405,1.5677,10.342,30.319,,3.376,0.667,5.66,0,3.731,9658,,86.353,0,15.284,001111191110119141
6200443,0x3f,2024-12-03T07:40:00Z,50.7405,1.5677,10.43,30.326,,3.383,0.649,5.49,0,3.659,9361,,83.793,0,14.514,001111191110119141
6200443,0x3f,2024-12-03T08:00:00Z,50.7405,1.5677,10.5,30.335,,3.39,0.662,5.32,0,3.348,9076,,81.468,0,13.444,001111191110119141
6200443,0x3f,2024-12-03T08:00:01Z,50.7405,1.5677,,,23.409,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-03T08:20:00Z,50.7405,1.5677,10.581,30.346,,3.399,0.671,5.1,0,3.609,8693,,78.24,0,13.102,001111191110119141
6200443,0x3f,2024-12-03T08:40:00Z,50.7405,1.5677,10.67,30.365,,3.408,0.666,4.18,0,2.435,7135,,64.415,0,12.631,001111191110119141
6200443,0x3f,2024-12-03T09:00:00Z,50.7405,1.5677,10.738,30.382,,3.415,0.657,4.06,0,2.488,6925,,62.61,0,12.739,001111191110119141
6200443,0x3f,2024-12-03T09:20:00Z,50.7405,1.5677,10.766,30.394,,3.419,0.67,3.78,0,1.976,6442,,58.257,0,13.945,001111191110119141
6200443,0x3f,2024-12-03T09:40:00Z,50.7405,1.5677,10.777,30.423,,3.423,0.654,3.71,0,1.735,6319,,57.304,0,18.522,001111191110119141
6200443,0x3f,2024-12-03T10:00:00Z,50.7405,1.5677,10.802,30.473,,3.431,0.673,3.62,0,1.834,6183,,55.994,0,20.322,001111191110119141
6200443,0x3f,2024-12-03T10:20:00Z,50.7405,1.5677,10.81,30.558,,3.439,0.669,3.72,0,1.585,6343,,57.453,0,19.749,001111191110119141
6200443,0x3f,2024-12-03T10:40:00Z,50.7405,1.5677,10.745,30.603,,3.438,0.691,3.95,0,2.557,6739,,60.816,0,23.288,001111191110119141
6200443,0x3f,2024-12-03T11:00:00Z,50.7405,1.5677,10.648,30.607,,3.431,0.699,5.03,0,2.432,8594,,77.338,0,22.991,001111191110119141
6200443,0x3f,2024-12-03T11:20:01Z,50.7405,1.5677,10.574,30.649,,3.429,0.676,5.62,0,2.451,9608,,86.241,0,21.423,001111191110119141
6200443,0x3f,2024-12-03T11:40:00Z,50.7405,1.5677,10.517,30.684,,3.428,0.667,5.74,0,2.471,9806,,88.294,0,15.696,001111191110119141
6200443,0x3f,2024-12-03T12:00:00Z,50.7405,1.5677,10.538,30.757,,3.434,0.694,5.53,0,1.794,9460,,85.067,0,18.546,001111191110119141
6200443,0x3f,2024-12-03T12:00:01Z,50.7405,1.5677,,,,,1.4,,,,,4.79,,,,001119999799991999
6200443,0x3f,2024-12-03T12:20:00Z,50.7405,1.5677,10.538,30.764,,3.437,0.68,5.32,0,2.031,9101,,81.851,0,16.769,001111191110119141
6200443,0x3f,2024-12-03T12:40:00Z,50.7405,1.5677,10.545,30.794,,3.44,0.696,5.16,0,3.07,8817,,79.18,0,13.632,001111191110119141
6200443,0x3f,2024-12-03T14:00:00Z,50.7405,1.5677,10.633,30.983,,3.464,0.687,4.42,0,4.016,7568,,68.224,0,15.403,001111191110119141
6200443,0x3f,2024-12-03T14:20:00Z,50.7405,1.5677,10.656,31.019,,3.472,0.677,4.1,0,3.643,7011,,63.166,0,16.742,001111191110119141
6200443,0x3f,2024-12-03T14:40:00Z,50.7405,1.5677,10.655,31.013,,3.472,0.684,3.82,0,2.741,6541,,58.9,0,17.462,001111191110119141
6200443,0x3f,2024-12-03T15:00:00Z,50.7405,1.5677,10.609,31.028,,3.471,0.676,3.8,0,2.606,6504,,58.578,0,16.199,001111191110119141
6200443,0x3f,2024-12-03T15:20:00Z,50.7405,1.5677,10.578,31.046,,3.469,0.684,3.75,0,4.092,6418,,57.651,0,15.785,001111191110119141
6200443,0x3f,2024-12-03T15:40:00Z,50.7405,1.5677,10.529,31.062,,3.466,0.67,3.73,0,1.615,6393,,57.403,0,15.253,001111191110119141
6200443,0x3f,2024-12-03T16:00:01Z,50.7405,1.5677,10.153,29.317,23.927,3.26,0.674,5.76,0,2.022,9769,,87.527,0,17.653,001111101110119141
6200443,0x3f,2024-12-03T16:20:00Z,50.7405,1.5677,10.16,29.19,,3.247,0.678,5.97,0,1.723,10127,,90.359,0,15.626,001111191110119141
6200443,0x3f,2024-12-03T16:40:00Z,50.7405,1.5677,10.206,29.204,,3.253,0.684,5.9,0,1.672,10004,,89.333,0,14.754,001111191110119141
6200443,0x3f,2024-12-03T17:00:00Z,50.7405,1.5677,10.258,29.214,,3.258,0.691,5.79,0,1.556,9806,,87.651,0,12.477,001111191110119141
6200443,0x3f,2024-12-03T17:20:00Z,50.7405,1.5677,10.24,29.211,,3.256,0.689,5.62,0,1.798,9521,,84.819,0,12.324,001111191110119141
6200443,0x3f,2024-12-03T17:40:00Z,50.7405,1.5677,10.154,29.231,,3.251,0.674,5.35,0,1.838,9064,,80.751,0,12.073,001111191110119141
6200443,0x3f,2024-12-03T18:00:00Z,50.7405,1.5677,10.156,29.257,,3.254,0.7,5.03,0,2.05,8532,,75.977,0,11.285,001111191110119141
6200443,0x3f,2024-12-03T18:00:02Z,50.7405,1.5677,,,,,1.4,,,,,4.1,,,,001119999799991999
6200443,0x3f,2024-12-03T18:20:00Z,50.7405,1.5677,10.241,29.242,,3.259,0.686,4.96,0,1.831,8409,,75.124,0,11.518,001111191110119141
6200443,0x3f,2024-12-03T18:40:00Z,50.7405,1.5677,10.19,29.256,,3.256,0.697,5.04,0,1.776,8545,,76.126,0,11.279,001111191110119141
6200443,0x3f,2024-12-03T19:00:00Z,50.7405,1.5677,10.159,29.248,,3.254,0.687,4.92,0,1.765,8347,,74.308,0,11.072,001111191110119141
6200443,0x3f,2024-12-03T19:20:00Z,50.7405,1.5677,10.2,29.258,,3.257,0.691,4.6,0,1.907,7803,,69.695,0,10.93,001111191110119141
6200443,0x3f,2024-12-03T19:40:00Z,50.7405,1.5677,10.339,29.271,,3.27,0.702,4.49,0,1.814,7605,,68.001,0,10.722,001111191110119141
6200443,0x3f,2024-12-03T20:00:00Z,50.7405,1.5677,10.463,29.268,,3.28,0.708,4.25,0,1.814,7197,,64.576,0,10.555,001111191110119141
6200443,0x3f,2024-12-03T20:20:00Z,50.7405,1.5677,10.533,29.271,,3.286,0.699,4.12,0,1.666,6974,,62.696,0,10.538,001111191110119141
6200443,0x3f,2024-12-03T20:40:00Z,50.7405,1.5677,10.607,29.274,,3.292,0.709,4.08,0,1.935,6912,,62.239,0,10.318,001111191110119141
6200443,0x3f,2024-12-03T21:00:00Z,50.7405,1.5677,10.672,29.278,,3.297,0.7,4.13,0,1.896,6999,,63.055,0,10.183,001111191110119141
6200443,0x3f,2024-12-03T21:20:00Z,50.7405,1.5677,10.716,29.286,,3.302,0.708,3.99,0,1.694,6764,,61.076,0,10.126,001111191110119141
6200443,0x3f,2024-12-03T21:40:00Z,50.7405,1.5677,10.747,29.292,,3.306,0.706,3.71,0,1.677,6294,,56.859,0,10.039,001111191110119141
6200443,0x3f,2024-12-03T22:00:00Z,50.7405,1.5677,10.763,29.299,,3.307,0.689,3.52,0,2.345,5960,,53.941,0,9.837,001111191110119141
6200443,0x3f,2024-12-03T22:20:00Z,50.7405,1.5677,10.784,29.309,,3.31,0.701,3.45,0,2.431,5849,,52.84,0,10.573,001111191110119141
6200443,0x3f,2024-12-03T22:40:00Z,50.7405,1.5677,10.798,29.315,,3.312,0.682,3.47,0,2.925,5873,,53.026,0,10.755,001111191110119141
6200443,0x3f,2024-12-03T23:00:00Z,50.7405,1.5677,10.783,29.308,,3.31,0.695,3.35,0,2.711,5676,,51.369,0,12.982,001111191110119141
6200443,0x3f,2024-12-03T23:20:00Z,50.7405,1.5677,10.725,29.313,,3.306,0.696,3.29,0,3.867,5577,,50.429,0,10.94,001111191110119141
6200443,0x3f,2024-12-03T23:40:00Z,50.7405,1.5677,10.642,29.328,,3.301,0.695,3.29,0,4.348,5577,,50.182,0,10.798,001111191110119141
6200443,0x3f,2024-12-04T00:00:00Z,50.7405,1.5677,10.594,29.42,,3.306,0.689,3.49,0,3.911,5923,,53.224,0,10.002,001111191110119141
6200443,0x3f,2024-12-04T00:00:01Z,50.7405,1.5677,,,22.77,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-04T00:00:02Z,50.7405,1.5677,,,,,1.4,,,,,2.28,,,,001119999799991999
6200443,0x3f,2024-12-04T00:20:00Z,50.7405,1.5677,10.58,29.443,,3.307,0.693,3.47,0,3.676,5886,,53.026,0,9.938,001111191110119141
6200443,0x3f,2024-12-04T00:40:00Z,50.7405,1.5677,10.559,29.544,,3.314,0.675,3.45,0,4.466,5849,,52.568,0,10.214,001111191110119141
6200443,0x3f,2024-12-04T01:00:00Z,50.7405,1.5677,10.51,29.515,,3.309,0.711,3.34,0,4.295,5676,,51.01,0,10.895,001111191110119141
6200443,0x3f,2024-12-04T01:20:00Z,50.7405,1.5677,10.444,29.601,,3.312,0.695,3.33,0,4.305,5663,,50.825,0,9.75,001111191110119141
6200443,0x3f,2024-12-04T01:40:00Z,50.7405,1.5677,10.44,29.649,,3.318,0.712,3.33,0,4.257,5651,,50.528,0,15.638,001111191110119141
6200443,0x3f,2024-12-04T02:00:00Z,50.7405,1.5677,10.425,29.642,,3.315,0.684,3.24,0,4.11,5502,,49.415,0,8.158,001111191110119141
6200443,0x3f,2024-12-04T02:20:00Z,50.7405,1.5677,10.419,29.687,,3.319,0.708,3.22,0,4.074,5478,,49.13,0,8.408,001111191110119141
6200443,0x3f,2024-12-04T02:40:00Z,50.7405,1.5677,10.426,29.693,,3.32,0.704,3.22,0,3.843,5465,,49.031,0,7.74,001111191110119141
6200443,0x3f,2024-12-04T03:00:00Z,50.7405,1.5677,10.425,29.691,,3.32,0.719,3.19,0,3.759,5428,,48.685,0,8.36,001111191110119141
6200443,0x3f,2024-12-04T03:20:00Z,50.7405,1.5677,10.397,29.696,,3.317,0.712,3.17,0,3.742,5379,,48.166,0,7.859,001111191110119141
6200443,0x3f,2024-12-04T03:40:00Z,50.7405,1.5677,10.402,29.711,,3.32,0.702,3.2,0,3.667,5441,,48.685,0,8.705,001111191110119141
6200443,0x3f,2024-12-04T04:00:00Z,50.7405,1.5677,10.438,29.708,,3.322,0.704,3.2,0,4.226,5441,,48.759,0,8.224,001111191110119141
6200443,0x3f,2024-12-04T04:20:00Z,50.7405,1.5677,10.475,29.728,,3.327,0.71,3.2,0,1.656,5441,,48.871,0,7.89,001111191110119141
6200443,0x3f,2024-12-04T04:40:00Z,50.7405,1.5677,10.511,29.725,,3.33,0.706,3.18,0,1.748,5404,,48.512,0,8.523,001111191110119141
6200443,0x3f,2024-12-04T05:00:01Z,50.7405,1.5677,10.491,29.742,,3.33,0.709,3.2,0,1.737,5441,,48.933,0,8.03,001111191110119141
6200443,0x3f,2024-12-04T05:20:00Z,50.7405,1.5677,10.476,29.742,,3.328,0.702,3.19,0,2.526,5416,,48.537,0,8.098,001111191110119141
6200443,0x3f,2024-12-04T05:40:00Z,50.7405,1.5677,10.449,29.746,,3.328,0.712,3.15,0,2.559,5354,,48.067,0,7.808,001111191110119141
6200443,0x3f,2024-12-04T06:00:01Z,50.7405,1.5677,,,,,1.4,,,,,3.43,,,,001119999799991999
6200443,0x3f,2024-12-04T06:00:02Z,50.7405,1.5677,10.43,29.756,,3.327,0.704,3.17,0,1.884,5391,,48.413,0,8.261,001111191110119141
6200443,0x3f,2024-12-04T06:20:00Z,50.7405,1.5677,10.4,29.764,,3.325,0.707,3.18,0,2.191,5404,,48.277,0,10.796,001111191110119141
6200443,0x3f,2024-12-04T06:40:00Z,50.7405,1.5677,10.381,29.809,,3.328,0.703,3.28,0,2.369,5577,,49.86,0,11.079,001111191110119141
6200443,0x3f,2024-12-04T07:00:00Z,50.7405,1.5677,10.34,29.819,,3.325,0.698,3.26,0,2.479,5552,,49.613,0,10.67,001111191110119141
6200443,0x3f,2024-12-04T07:20:00Z,50.7405,1.5677,10.342,29.84,,3.328,0.707,3.28,0,2.287,5577,,49.86,0,9.163,001111191110119141
6200443,0x3f,2024-12-04T07:40:00Z,50.7405,1.5677,10.415,29.982,,3.345,0.717,3.31,0,2.301,5638,,50.54,0,8.802,001111191110119141
6200443,0x3f,2024-12-04T08:00:00Z,50.7405,1.5677,10.479,30.002,,3.352,0.718,3.43,0,2.206,5836,,52.271,0,7.987,001111191110119141
6200443,0x3f,2024-12-04T08:00:01Z,50.7405,1.5677,,,23.383,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-04T08:20:00Z,50.7405,1.5677,10.507,30.067,,3.361,0.725,3.47,0,1.361,5911,,53.149,0,8.032,001111191110119141
6200443,0x3f,2024-12-04T08:40:00Z,50.7405,1.5677,10.517,30.16,,3.372,0.72,3.56,0,1.621,6071,,54.522,0,7.748,001111191110119141
6200443,0x3f,2024-12-04T09:00:00Z,50.7405,1.5677,10.536,30.073,,3.37,0.733,3.71,0,1.669,6319,,56.797,0,10.107,001111191110119141
6200443,0x3f,2024-12-04T09:20:00Z,50.7405,1.5677,10.582,30.129,,3.376,0.736,3.72,0,2.499,6331,,56.971,0,9.313,001111191110119141
6200443,0x3f,2024-12-04T09:40:00Z,50.7405,1.5677,10.608,30.272,,3.389,0.718,3.64,0,2.124,6207,,55.907,0,8.329,001111191110119141
6200443,0x3f,2024-12-04T10:00:00Z,50.7405,1.5677,10.622,30.289,,3.398,0.719,3.61,0,2.38,6158,,55.375,0,16.274,001111191110119141
6200443,0x3f,2024-12-04T10:20:00Z,50.7405,1.5677,10.634,30.469,,3.413,0.716,3.43,0,1.275,5849,,52.791,0,20.134,001111191110119141
6200443,0x3f,2024-12-04T10:40:00Z,50.7405,1.5677,10.639,30.503,,3.421,0.723,3.26,0,1.117,5564,,50.318,0,18.555,001111191110119141
6200443,0x3f,2024-12-04T11:00:00Z,50.7405,1.5677,10.634,30.538,,3.423,0.702,3.16,0,1.184,5391,,48.549,0,19.448,001111191110119141
6200443,0x3f,2024-12-04T11:20:00Z,50.7405,1.5677,10.641,30.551,,3.425,0.711,3.35,0,1.313,5713,,51.492,0,18.229,001111191110119141
6200443,0x3f,2024-12-04T11:40:01Z,50.7405,1.5677,10.629,30.694,,3.426,0.714,3.48,0,1.639,5948,,53.607,0,17.657,001111191110119141
6200443,0x3f,2024-12-04T12:00:01Z,50.7405,1.5677,10.614,30.592,,3.426,0.742,3.49,0,1.767,5960,,53.619,0,17.305,001111191110119141
6200443,0x3f,2024-12-04T12:00:02Z,50.7405,1.5677,,,,,1.4,,,,,2.33,,,,001119999799991999
6200443,0x3f,2024-12-04T12:20:00Z,50.7405,1.5677,10.601,30.613,,3.427,0.713,3.5,0,1.788,5985,,53.891,0,16.789,001111191110119141
6200443,0x3f,2024-12-04T12:40:00Z,50.7405,1.5677,10.598,30.621,,3.428,0.745,3.63,0,2.027,6195,,55.684,0,15.923,001111191110119141
6200443,0x3f,2024-12-04T14:00:00Z,50.7405,1.5677,10.556,30.686,,3.431,0.71,3.9,0,2.21,6665,,59.901,0,13.192,001111191110119141
6200443,0x3f,2024-12-04T14:20:00Z,50.7405,1.5677,10.538,30.711,,3.432,0.696,3.98,0,2.26,6801,,61.126,0,13.126,001111191110119141
6200443,0x3f,2024-12-04T14:40:00Z,50.7405,1.5677,10.519,30.738,,3.434,0.702,4.12,0,2.973,7036,,63.253,0,12.982,001111191110119141
6200443,0x3f,2024-12-04T15:00:01Z,50.7405,1.5677,10.52,30.758,,3.434,0.719,4.3,0,2.797,7357,,66.171,0,13.656,001111191110119141
6200443,0x3f,2024-12-04T15:20:00Z,50.7405,1.5677,10.512,30.772,,3.437,0.697,4.3,0,2.99,7345,,65.973,0,12.031,001111191110119141
6200443,0x3f,2024-12-04T15:40:00Z,50.7405,1.5677,10.505,30.785,,3.438,0.717,4.4,0,2.953,7531,,67.606,0,13.122,001111191110119141
6200443,0x3f,2024-12-04T16:00:01Z,50.7405,1.5677,,,23.344,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-04T17:00:00Z,50.7405,1.5677,10.484,30.995,,3.455,0.711,4.59,0,2.602,7864,,70.598,0,10.041,001111191110119141
6200443,0x3f,2024-12-04T17:20:00Z,50.7405,1.5677,10.477,30.991,,3.457,0.711,4.6,0,2.444,7877,,70.734,0,11.2,001111191110119141
6200443,0x3f,2024-12-04T17:40:00Z,50.7405,1.5677,10.441,31.024,,3.454,0.72,4.6,0,2.454,7877,,70.4,0,11.734,001111191110119141
6200443,0x3f,2024-12-04T18:00:00Z,50.7405,1.5677,10.424,31.043,,3.456,0.714,4.59,0,2.406,7864,,70.252,0,10.206,001111191110119141
6200443,0x3f,2024-12-04T18:20:00Z,50.7405,1.5677,10.423,31.1,,3.462,0.714,4.61,0,2.409,7901,,70.709,0,9.662,001111191110119141
6200443,0x3f,2024-12-04T18:40:01Z,50.7405,1.5677,10.438,31.115,,3.465,0.695,4.55,0,2.57,7803,,69.794,0,9.375,001111191110119141
6200443,0x3f,2024-12-04T19:00:00Z,50.7405,1.5677,10.445,31.183,,3.472,0.717,4.4,0,2.614,7543,,67.568,0,9.381,001111191110119141
6200443,0x3f,2024-12-04T19:20:00Z,50.7405,1.5677,10.442,31.18,,3.472,0.713,4.33,0,2.518,7419,,66.517,0,9.115,001111191110119141
6200443,0x3f,2024-12-04T19:40:00Z,50.7405,1.5677,10.445,31.197,,3.473,0.697,4.26,0,2.651,7308,,65.528,0,9.01,001111191110119141
6200443,0x3f,2024-12-04T20:00:00Z,50.7405,1.5677,10.474,31.183,,3.474,0.724,4.22,0,2.45,7234,,65.033,0,8.868,001111191110119141
6200443,0x3f,2024-12-04T20:20:00Z,50.7405,1.5677,10.493,31.196,,3.478,0.709,4.23,0,2.491,7258,,65.281,0,8.903,001111191110119141
6200443,0x3f,2024-12-04T20:40:00Z,50.7405,1.5677,10.523,31.211,,3.48,0.706,4.25,0,2.292,7283,,65.553,0,8.845,001111191110119141
6200443,0x3f,2024-12-04T21:00:00Z,50.7405,1.5677,10.547,31.195,,3.48,0.703,4.32,0,2.38,7407,,66.641,0,10.872,001111191110119141
6200443,0x3f,2024-12-04T21:20:00Z,50.7405,1.5677,10.576,31.24,,3.484,0.679,4.37,0,2.752,7493,,67.395,0,27.082,001111191110119141
6200443,0x3f,2024-12-04T21:40:00Z,50.7405,1.5677,10.596,31.237,,3.487,0.689,4.31,0,2.845,7394,,66.394,0,25.626,001111191110119141
6200443,0x3f,2024-12-04T22:00:00Z,50.7405,1.5677,10.61,31.234,,3.49,0.704,4.35,0,3.226,7456,,67.037,0,25.556,001111191110119141
6200443,0x3f,2024-12-04T22:20:00Z,50.7405,1.5677,10.601,31.258,,3.492,0.68,4.34,0,3.136,7444,,67.024,0,31.731,001111191110119141
6200443,0x3f,2024-12-04T22:40:00Z,50.7405,1.5677,10.603,31.29,,3.497,0.693,4.28,0,3.341,7345,,66.072,0,28.324,001111191110119141
6200443,0x3f,2024-12-04T23:00:00Z,50.7405,1.5677,10.608,31.426,,3.51,0.686,4.14,0,3.779,7098,,63.747,0,27.138,001111191110119141
6200443,0x3f,2024-12-04T23:20:00Z,50.7405,1.5677,10.6,31.556,,3.534,0.671,3.81,0,3.301,6541,,58.727,0,29.588,001111191110119141
6200443,0x3f,2024-12-04T23:40:00Z,50.7405,1.5677,10.579,31.665,,3.532,0.697,3.34,0,3.243,5737,,51.567,0,23.034,001111191110119141
6200443,0x3f,2024-12-05T00:00:01Z,50.7405,1.5677,10.491,31.801,23.364,3.538,1.4,3.28,0,3.449,5638,,50.478,0,23.024,001111101710119141
6200443,0x3f,2024-12-05T00:20:00Z,50.7405,1.5677,10.453,31.849,,3.538,0.686,3.12,0,3.422,5366,,48.166,0,19.382,001111191110119141
6200443,0x3f,2024-12-05T00:40:00Z,50.7405,1.5677,10.446,31.919,,3.545,0.664,3.1,0,3.319,5329,,47.782,0,19.856,001111191110119141
6200443,0x3f,2024-12-05T01:00:00Z,50.7405,1.5677,10.442,31.959,,3.549,0.646,2.92,0,3.228,5020,,45.012,0,18.404,001111191110119141
6200443,0x3f,2024-12-05T01:20:00Z,50.7405,1.5677,10.441,32.013,,3.553,0.63,2.9,0,2.599,4995,,44.765,0,17.909,001111191110119141
6200443,0x3f,2024-12-05T01:40:00Z,50.7405,1.5677,10.425,32.048,,3.557,0.665,2.86,0,2.82,4934,,44.221,0,20.19,001111191110119141
6200443,0x3f,2024-12-05T02:00:00Z,50.7405,1.5677,10.418,32.089,,3.56,0.638,2.81,0,3.24,4835,,43.38,0,19.992,001111191110119141
6200443,0x3f,2024-12-05T02:20:00Z,50.7405,1.5677,10.411,32.146,,3.565,0.651,2.83,0,3.157,4884,,43.726,0,20.009,001111191110119141
6200443,0x3f,2024-12-05T02:40:00Z,50.7405,1.5677,10.413,32.194,,3.57,0.649,2.94,0,2.863,5070,,45.383,0,21.139,001111191110119141
6200443,0x3f,2024-12-05T03:00:00Z,50.7405,1.5677,10.411,32.254,,3.578,0.64,2.95,0,2.921,5082,,45.717,0,20.411,001111191110119141
6200443,0x3f,2024-12-05T03:20:00Z,50.7405,1.5677,10.404,32.289,,3.578,0.614,3.2,0,2.833,5515,,49.242,0,19.355,001111191110119141
6200443,0x3f,2024-12-05T03:40:00Z,50.7405,1.5677,10.399,32.381,,3.588,0.622,3.47,0,2.798,5985,,53.582,0,19.26,001111191110119141
6200443,0x3f,2024-12-05T04:00:01Z,50.7405,1.5677,10.397,32.436,,3.594,0.618,3.5,0,2.864,6047,,54.312,0,18.053,001111191110119141
6200443,0x3f,2024-12-05T04:20:00Z,50.7405,1.5677,10.4,32.475,,3.594,0.642,3.41,0,3.134,5886,,52.927,0,17.643,001111191110119141
6200443,0x3f,2024-12-05T04:40:00Z,50.7405,1.5677,10.401,32.511,,3.601,0.605,3.36,0,3.419,5799,,51.975,0,16.736,001111191110119141
6200443,0x3f,2024-12-05T05:00:00Z,50.7405,1.5677,10.391,32.536,,3.601,0.624,3.89,0,3.384,6714,,60.087,0,18.965,001111191110119141
6200443,0x3f,2024-12-05T05:20:00Z,50.7405,1.5677,10.386,32.569,,3.605,0.617,3.85,0,3.552,6653,,59.431,0,18.893,001111191110119141
