PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),CNDC LEVEL1 (S/m),CPHL LEVEL1 (milligram/m3),DEPH LEVEL1 (meter),PRES LEVEL1 (decibar),TUR4 LEVEL1 (ntu),QC
EXIN0004,2025-01-30T22:00:00Z,43.2388,5.2853,14.113,38.525,45.807,17.547,0.5,0.56,0.315,01111110711
EXIN0004,2025-01-30T23:00:00Z,43.2388,5.2853,14.099,38.541,45.809,18.769,0.5,0.55,0.225,01111110711
EXIN0004,2025-01-31T00:00:00Z,43.2388,5.2853,13.812,37.955,44.888,28.312,0.5,0.56,0.427,01111140711
EXIN0004,2025-01-31T01:00:00Z,43.2388,5.2853,13.791,37.93,44.839,29.416,0.5,0.45,0.494,01111140711
EXIN0004,2025-01-31T02:00:00Z,43.2388,5.2853,13.804,38.034,44.962,25.157,0.5,0.5,0.472,01111140711
EXIN0004,2025-01-31T03:00:00Z,43.2388,5.2853,13.878,38.265,45.284,20.899,0.5,0.47,0.382,01111110711
EXIN0004,2025-01-31T04:00:00Z,43.2388,5.2853,13.956,38.442,45.552,16.877,0.5,0.65,0.405,01111110711
EXIN0004,2025-01-31T05:00:00Z,43.2388,5.2853,13.999,38.514,45.674,17.626,0.5,0.51,0.27,01111110711
EXIN0004,2025-01-31T06:00:00Z,43.2388,5.2853,14.009,38.535,45.707,16.916,0.5,0.54,0.292,01111110711
EXIN0004,2025-01-31T07:00:00Z,43.2388,5.2853,13.999,38.551,45.713,16.877,0.5,0.42,0.292,01111110711
EXIN0004,2025-01-31T08:00:00Z,43.2388,5.2853,14.008,38.507,45.676,15.772,0.5,0.38,0.315,01111110711
EXIN0004,2025-01-31T09:00:00Z,43.2388,5.2853,14.013,38.537,45.713,15.694,0.5,0.55,0.27,01111110711
EXIN0004,2025-01-31T10:00:00Z,43.2388,5.2853,14.053,38.535,45.753,15.22,0.5,0.51,0.427,01111110711
EXIN0004,2025-01-31T11:00:00Z,43.2388,5.2853,14.068,38.549,45.784,13.052,0.5,0.54,0.292,01111110711
EXIN0004,2025-01-31T12:00:00Z,43.2388,5.2853,14.072,38.548,45.788,13.328,0.5,0.51,0.27,01111110711
EXIN0004,2025-01-31T13:00:00Z,43.2388,5.2853,14.065,38.561,45.794,9.897,0.5,0.48,0.562,01111110711
EXIN0004,2025-01-31T14:00:00Z,43.2388,5.2853,14.078,38.572,45.82,8.557,0.5,0.56,0.202,01111110711
EXIN0004,2025-01-31T15:00:00Z,43.2388,5.2853,14.071,38.561,45.801,22.081,0.5,0.69,7.012,01111110711
EXIN0004,2025-01-31T16:00:00Z,43.2388,5.2853,14.087,38.58,45.837,81.895,0.5,0.53,0.36,01111110711
EXIN0004,2025-01-31T17:00:00Z,43.2388,5.2853,14.088,38.582,45.841,18.69,0.5,0.61,0.292,01111110711
EXIN0004,2025-01-31T18:00:00Z,43.2388,5.2853,14.079,38.583,45.832,195.282,0.5,0.58,0.225,01111110711
EXIN0004,2025-01-31T19:00:00Z,43.2388,5.2853,14.065,38.582,45.817,19.518,0.5,0.55,0.539,01111110711
EXIN0004,2025-01-31T20:00:00Z,43.2388,5.2853,14.056,38.6,45.825,20.662,0.5,0.7,0.337,01111110711
EXIN0004,2025-01-31T21:00:00Z,43.2388,5.2853,14.06,38.54,45.767,1256.9,0.5,0.7,0.652,01111110711
EXIN0004,2025-01-31T22:00:00Z,43.2388,5.2853,14.05,38.609,45.829,18.769,0.5,0.7,0.315,01111110711
EXIN0004,2025-01-31T23:00:00Z,43.2388,5.2853,14.049,38.612,45.831,17.192,0.5,0.42,0.292,01111110711
EXIN0004,2025-02-01T00:00:00Z,43.2388,5.2853,14.053,38.599,45.821,19.44,0.5,0.47,0.202,01111110711
EXIN0004,2025-02-01T01:00:00Z,43.2388,5.2853,14.053,38.623,45.847,19.006,0.5,0.62,0.27,01111110711
EXIN0004,2025-02-01T02:00:00Z,43.2388,5.2853,14.05,38.618,45.838,19.164,0.5,0.39,0.292,01111110711
EXIN0004,2025-02-01T03:00:00Z,43.2388,5.2853,14.06,38.611,45.841,17.034,0.5,0.62,0.292,01111110711
EXIN0004,2025-02-01T04:00:00Z,43.2388,5.2853,14.029,38.641,45.84,16.364,0.5,0.54,0.225,01111110711
EXIN0004,2025-02-01T05:00:00Z,43.2388,5.2853,14.049,38.633,45.852,22.831,0.5,0.55,0.315,01111110711
EXIN0004,2025-02-01T06:00:00Z,43.2388,5.2853,14.06,38.634,45.865,55.285,0.5,0.47,0.315,01111110711
EXIN0004,2025-02-01T07:00:00Z,43.2388,5.2853,14.064,38.641,45.878,13.328,0.5,0.45,0.832,01111110711
EXIN0004,2025-02-01T08:00:00Z,43.2388,5.2853,14.108,38.639,45.922,12.421,0.5,0.56,0.382,01111110711
EXIN0004,2025-02-01T09:00:00Z,43.2388,5.2853,14.117,38.644,45.937,12.066,0.5,0.55,0.315,01111110711
EXIN0004,2025-02-01T10:00:00Z,43.2388,5.2853,14.098,38.58,45.849,8.675,0.5,0.5,0.337,01111110711
EXIN0004,2025-02-01T11:00:00Z,43.2388,5.2853,14.106,38.583,45.861,14.826,0.5,0.62,0.225,01111110711
EXIN0004,2025-02-01T12:00:00Z,43.2388,5.2853,14.105,38.579,45.855,7.492,0.5,0.47,0.247,01111110711
EXIN0004,2025-02-01T13:00:00Z,43.2388,5.2853,14.108,38.583,45.863,8.281,0.5,0.59,0.449,01111110711
EXIN0004,2025-02-01T14:00:00Z,43.2388,5.2853,14.095,38.647,45.916,9.897,0.5,0.57,0.382,01111110711
EXIN0004,2025-02-01T15:00:00Z,43.2388,5.2853,14.082,38.598,45.851,11.474,0.5,0.38,0.225,01111110711
EXIN0004,2025-02-01T16:00:00Z,43.2388,5.2853,14.108,38.634,45.916,114.51,0.5,0.49,0.292,01111110711
EXIN0004,2025-02-01T17:00:00Z,43.2388,5.2853,14.109,38.635,45.919,13.485,0.5,0.56,0.202,01111110711
EXIN0004,2025-02-01T18:00:00Z,43.2388,5.2853,14.108,38.635,45.918,17.153,0.5,0.45,0.27,01111110711
EXIN0004,2025-02-01T19:00:00Z,43.2388,5.2853,14.095,38.619,45.887,16.758,0.5,0.38,0.202,01111110711
EXIN0004,2025-02-01T20:00:00Z,43.2388,5.2853,14.082,38.578,45.831,74.988,0.5,0.59,0.247,01111110711
EXIN0004,2025-02-01T21:00:00Z,43.2388,5.2853,14.068,38.608,45.847,13.209,0.5,0.45,0.202,01111110711
EXIN0004,2025-02-01T22:00:00Z,43.2388,5.2853,14.077,38.644,45.894,14.944,0.5,0.42,0.202,01111110711
EXIN0004,2025-02-01T23:00:00Z,43.2388,5.2853,14.065,38.636,45.873,15.378,0.5,0.37,0.27,01111110711
EXIN0004,2025-02-02T00:00:00Z,43.2388,5.2853,14.001,38.618,45.785,20.07,0.5,0.46,0.292,01111110711
EXIN0004,2025-02-02T01:00:00Z,43.2388,5.2853,14.025,38.617,45.811,21.096,0.5,0.53,0.337,01111110711
EXIN0004,2025-02-02T02:00:00Z,43.2388,5.2853,14.029,38.625,45.823,22.357,0.5,0.5,0.315,01111110711
EXIN0004,2025-02-02T03:00:00Z,43.2388,5.2853,14.02,38.606,45.794,19.676,0.5,0.55,0.247,01111110711
EXIN0004,2025-02-02T04:00:00Z,43.2388,5.2853,14.002,38.696,45.869,19.164,0.5,0.44,0.225,01111110711
EXIN0004,2025-02-02T05:00:00Z,43.2388,5.2853,14.018,38.702,45.892,16.167,0.5,0.54,0.315,01111110711
EXIN0004,2025-02-02T06:00:00Z,43.2388,5.2853,14.002,38.703,45.877,16.167,0.5,0.38,0.225,01111110711
EXIN0004,2025-02-02T07:00:00Z,43.2388,5.2853,14.079,38.726,45.983,15.339,0.5,0.46,0.225,01111110711
EXIN0004,2025-02-02T08:00:00Z,43.2388,5.2853,14.067,38.74,45.985,12.973,0.5,0.36,0.202,01111110711
EXIN0004,2025-02-02T09:00:00Z,43.2388,5.2853,14.081,38.694,45.951,13.288,0.5,0.43,0.157,01111110711
EXIN0004,2025-02-02T10:00:00Z,43.2388,5.2853,14.075,38.664,45.914,10.292,0.5,0.55,0.337,01111110711
EXIN0004,2025-02-02T11:00:00Z,43.2388,5.2853,14.091,38.659,45.925,9.7,0.5,0.5,0.202,01111110711
EXIN0004,2025-02-02T12:00:00Z,43.2388,5.2853,14.109,38.652,45.936,10.331,0.5,0.47,0.18,01111110711
EXIN0004,2025-02-02T13:00:00Z,43.2388,5.2853,14.139,38.631,45.946,6.072,0.5,0.45,0.202,01111110711
EXIN0004,2025-02-02T14:00:00Z,43.2388,5.2853,14.176,38.664,46.021,6.9,0.5,0.45,0.225,01111110711
EXIN0004,2025-02-02T15:00:00Z,43.2388,5.2853,14.185,38.664,46.03,7.807,0.5,0.48,0.225,01111110711
EXIN0004,2025-02-02T16:00:00Z,43.2388,5.2853,14.178,38.666,46.025,9.7,0.5,0.45,0.112,01111110711
EXIN0004,2025-02-02T17:00:00Z,43.2388,5.2853,14.153,38.677,46.01,12.224,0.5,0.45,0.157,01111110711
EXIN0004,2025-02-02T18:00:00Z,43.2388,5.2853,14.112,38.674,45.963,107.995,0.5,0.36,0.18,01111110711
EXIN0004,2025-02-02T19:00:00Z,43.2388,5.2853,14.119,38.661,45.957,15.299,0.5,0.37,0.202,01111110711
EXIN0004,2025-02-02T20:00:00Z,43.2388,5.2853,14.098,38.67,45.944,15.102,0.5,0.45,0.18,01111110711
EXIN0004,2025-02-02T21:00:00Z,43.2388,5.2853,14.088,38.663,45.926,13.328,0.5,0.39,0.27,01111110711
EXIN0004,2025-02-02T22:00:00Z,43.2388,5.2853,14.047,38.659,45.879,16.285,0.5,0.41,0.607,01111110711
EXIN0004,2025-02-02T23:00:00Z,43.2388,5.2853,14.071,38.661,45.906,16.561,0.5,0.49,0.225,01111110711
EXIN0004,2025-02-03T00:00:00Z,43.2388,5.2853,14.05,38.664,45.886,15.733,0.5,0.47,0.27,01111110711
EXIN0004,2025-02-03T01:00:00Z,43.2388,5.2853,14.046,38.845,46.073,13.367,0.5,0.41,0.27,01111110711
EXIN0004,2025-02-03T02:00:00Z,43.2388,5.2853,14.054,38.658,45.884,13.801,0.5,0.41,0.247,01111110711
EXIN0004,2025-02-03T03:00:00Z,43.2388,5.2853,14.07,38.661,45.905,12.263,0.5,0.45,0.202,01111110711
EXIN0004,2025-02-03T04:00:00Z,43.2388,5.2853,14.07,38.683,45.928,12.066,0.5,0.52,2.629,01111110711
EXIN0004,2025-02-03T05:00:00Z,43.2388,5.2853,14.063,38.69,45.927,13.288,0.5,0.48,0.18,01111110711
EXIN0004,2025-02-03T06:00:00Z,43.2388,5.2853,14.078,38.683,45.937,11.238,0.5,0.46,0.18,01111110711
EXIN0004,2025-02-03T07:00:00Z,43.2388,5.2853,14.075,38.678,45.928,11.277,0.5,0.46,0.225,01111110711
EXIN0004,2025-02-03T08:00:00Z,43.2388,5.2853,14.078,38.677,45.931,11.829,0.5,0.42,0.202,01111110711
EXIN0004,2025-02-03T09:00:00Z,43.2388,5.2853,14.087,38.683,45.945,12.027,0.5,0.52,0.202,01111110711
EXIN0004,2025-02-03T10:00:00Z,43.2388,5.2853,14.088,38.688,45.952,7.61,0.5,0.47,0.18,01111110711
EXIN0004,2025-02-03T11:00:00Z,43.2388,5.2853,14.106,38.679,45.962,6.664,0.5,0.56,0.405,01111110711
EXIN0004,2025-02-03T12:00:00Z,43.2388,5.2853,14.119,38.677,45.974,7.216,0.5,0.54,0.315,01111110711
EXIN0004,2025-02-03T13:00:00Z,43.2388,5.2853,14.175,38.67,46.026,4.613,0.5,0.54,0.157,01111110711
EXIN0004,2025-02-03T14:00:00Z,43.2388,5.2853,14.269,38.674,46.131,4.574,0.5,0.45,0.18,01111110711
EXIN0004,2025-02-03T15:00:00Z,43.2388,5.2853,14.307,38.682,46.18,4.811,0.5,0.52,0.225,01111110711
EXIN0004,2025-02-03T16:00:00Z,43.2388,5.2853,14.289,38.679,46.157,6.9,0.5,0.5,0.225,01111110711
EXIN0004,2025-02-03T17:00:00Z,43.2388,5.2853,14.238,38.675,46.099,9.7,0.5,0.58,0.292,01111110711
EXIN0004,2025-02-03T18:00:00Z,43.2388,5.2853,14.153,38.688,46.022,12.303,0.5,0.54,0.225,01111110711
EXIN0004,2025-02-03T19:00:00Z,43.2388,5.2853,14.127,38.674,45.98,14.905,0.5,0.49,0.292,01111110711
EXIN0004,2025-02-03T20:00:00Z,43.2388,5.2853,14.119,38.678,45.975,13.564,0.5,0.57,0.202,01111110711
EXIN0004,2025-02-03T21:00:00Z,43.2388,5.2853,14.109,38.674,45.96,13.012,0.5,0.48,0.292,01111110711
EXIN0004,2025-02-03T22:00:00Z,43.2388,5.2853,14.103,38.682,45.963,13.209,0.5,0.56,0.202,01111110711
EXIN0004,2025-02-03T23:00:00Z,43.2388,5.2853,14.074,38.692,45.941,11.711,0.5,0.45,0.202,01111110711
EXIN0004,2025-02-04T00:00:00Z,43.2388,5.2853,14.074,38.688,45.938,14.747,0.5,0.49,0.202,01111110711
EXIN0004,2025-02-04T01:00:00Z,43.2388,5.2853,14.064,38.677,45.916,13.209,0.5,0.58,0.225,01111110711
EXIN0004,2025-02-04T02:00:00Z,43.2388,5.2853,14.06,38.675,45.909,12.776,0.5,0.52,0.135,01111110711
EXIN0004,2025-02-04T03:00:00Z,43.2388,5.2853,14.06,38.683,45.918,12.894,0.5,0.48,0.225,01111110711
EXIN0004,2025-02-04T04:00:00Z,43.2388,5.2853,14.04,38.677,45.89,13.407,0.5,0.6,0.202,01111110711
EXIN0004,2025-02-04T05:00:00Z,43.2388,5.2853,14.043,38.685,45.902,12.815,0.5,0.59,0.225,01111110711
EXIN0004,2025-02-04T06:00:00Z,43.2388,5.2853,13.982,38.644,45.794,12.303,0.5,0.48,0.315,01111110711
EXIN0004,2025-02-04T07:00:00Z,43.2388,5.2853,13.977,38.644,45.788,12.421,0.5,0.62,0.292,01111110711
EXIN0004,2025-02-04T08:00:00Z,43.2388,5.2853,13.987,38.653,45.807,10.055,0.5,0.53,0.292,01111110711
EXIN0004,2025-02-04T09:00:00Z,43.2388,5.2853,13.994,38.641,45.802,11.514,0.5,0.54,0.382,01111110711
EXIN0004,2025-02-04T10:00:00Z,43.2388,5.2853,13.994,38.649,45.811,6.427,0.5,0.5,0.382,01111110711
EXIN0004,2025-02-04T11:00:00Z,43.2388,5.2853,14.011,38.639,45.819,4.219,0.5,0.47,0.405,01111110711
EXIN0004,2025-02-04T12:00:00Z,43.2388,5.2853,14.081,38.619,45.872,2.997,0.5,0.45,0.36,01111110711
EXIN0004,2025-02-04T13:00:00Z,43.2388,5.2853,14.087,38.737,46.003,4.771,0.5,0.5,0.292,01111110711
EXIN0004,2025-02-04T14:00:00Z,43.2388,5.2853,14.101,38.623,45.897,3.667,0.5,0.55,0.337,01111110711
EXIN0004,2025-02-04T15:00:00Z,43.2388,5.2853,14.155,38.533,45.86,5.954,0.5,0.59,0.382,01111110711
EXIN0004,2025-02-04T16:00:00Z,43.2388,5.2853,14.141,38.598,45.915,5.954,0.5,0.63,0.36,01111110711
EXIN0004,2025-02-04T17:00:00Z,43.2388,5.2853,14.106,38.595,45.873,9.227,0.5,0.56,0.36,01111110711
EXIN0004,2025-02-04T18:00:00Z,43.2388,5.2853,14.056,38.645,45.872,12.381,0.5,0.55,0.315,01111110711
EXIN0004,2025-02-04T19:00:00Z,43.2388,5.2853,14.067,38.641,45.88,10.844,0.5,0.55,0.427,01111110711
EXIN0004,2025-02-04T20:00:00Z,43.2388,5.2853,14.06,38.637,45.869,11.553,0.5,0.55,0.405,01111110711
EXIN0004,2025-02-04T21:00:00Z,43.2388,5.2853,14.032,38.636,45.838,12.027,0.5,0.65,0.405,01111110711
EXIN0004,2025-02-04T22:00:00Z,43.2388,5.2853,14.026,38.639,45.835,12.342,0.5,0.64,0.36,01111110711
EXIN0004,2025-02-04T23:00:00Z,43.2388,5.2853,14.008,38.644,45.821,11.514,0.5,0.55,0.315,01111110711
EXIN0004,2025-02-05T00:00:00Z,43.2388,5.2853,13.973,38.644,45.784,14.037,0.5,0.56,0.27,01111110711
EXIN0004,2025-02-05T01:00:00Z,43.2388,5.2853,13.973,38.636,45.775,12.815,0.5,0.52,0.315,01111110711
EXIN0004,2025-02-05T02:00:00Z,43.2388,5.2853,13.977,38.645,45.788,11.829,0.5,0.56,0.247,01111110711
EXIN0004,2025-02-05T03:00:00Z,43.2388,5.2853,13.959,38.652,45.776,13.88,0.5,0.57,0.225,01111110711
EXIN0004,2025-02-05T04:00:00Z,43.2388,5.2853,13.96,38.639,45.765,13.209,0.5,0.65,0.337,01111110711
EXIN0004,2025-02-05T05:00:00Z,43.2388,5.2853,13.974,38.641,45.782,12.184,0.5,0.67,0.36,01111110711
EXIN0004,2025-02-05T06:00:00Z,43.2388,5.2853,13.967,38.638,45.771,11.711,0.5,0.61,0.472,01111110711
EXIN0004,2025-02-05T07:00:00Z,43.2388,5.2853,13.975,38.644,45.786,10.922,0.5,0.61,0.36,01111110711
EXIN0004,2025-02-05T08:00:00Z,43.2388,5.2853,13.968,38.632,45.767,11.908,0.5,0.54,0.292,01111110711
EXIN0004,2025-02-05T09:00:00Z,43.2388,5.2853,13.96,38.637,45.762,11.198,0.5,0.63,0.382,01111110711
EXIN0004,2025-02-05T10:00:00Z,43.2388,5.2853,13.977,38.629,45.772,8.635,0.5,0.66,0.36,01111110711
EXIN0004,2025-02-05T11:00:00Z,43.2388,5.2853,13.988,38.642,45.797,5.56,0.5,0.65,0.225,01111110711
EXIN0004,2025-02-05T12:00:00Z,43.2388,5.2853,14.025,38.64,45.834,4.811,0.5,0.59,0.337,01111110711
EXIN0004,2025-02-05T13:00:00Z,43.2388,5.2853,14.089,38.648,45.912,4.377,0.5,0.54,0.629,01111110711
EXIN0004,2025-02-05T14:00:00Z,43.2388,5.2853,14.112,38.643,45.931,4.022,0.5,0.6,0.27,01111110711
EXIN0004,2025-02-05T15:00:00Z,43.2388,5.2853,14.151,38.698,46.031,3.904,0.5,0.62,0.315,01111110711
EXIN0004,2025-02-05T16:00:00Z,43.2388,5.2853,14.108,38.706,45.992,6.979,0.5,0.63,0.539,01111110711
EXIN0004,2025-02-05T17:00:00Z,43.2388,5.2853,14.067,38.706,45.949,8.32,0.5,0.66,0.337,01111110711
EXIN0004,2025-02-05T18:00:00Z,43.2388,5.2853,14.011,38.709,45.893,13.091,0.5,0.54,0.36,01111110711
EXIN0004,2025-02-05T19:00:00Z,43.2388,5.2853,14.018,38.7,45.89,13.012,0.5,0.56,0.382,01111110711
EXIN0004,2025-02-05T20:00:00Z,43.2388,5.2853,13.991,38.7,45.862,12.381,0.5,0.65,0.315,01111110711
EXIN0004,2025-02-05T21:00:00Z,43.2388,5.2853,13.967,38.705,45.842,11.396,0.5,0.62,0.247,01111110711
EXIN0004,2025-02-05T22:00:00Z,43.2388,5.2853,13.971,38.716,45.857,10.607,0.5,0.65,0.247,01111110711
EXIN0004,2025-02-05T23:00:00Z,43.2388,5.2853,13.974,38.724,45.869,11.987,0.5,0.65,0.292,01111110711
EXIN0004,2025-02-06T00:00:00Z,43.2388,5.2853,13.967,38.728,45.866,11.435,0.5,0.62,0.27,01111110711
EXIN0004,2025-02-06T01:00:00Z,43.2388,5.2853,13.97,38.714,45.854,16.719,0.5,0.6,0.225,01111110711
EXIN0004,2025-02-06T02:00:00Z,43.2388,5.2853,13.96,38.729,45.859,13.209,0.5,0.65,0.27,01111110711
EXIN0004,2025-02-06T03:00:00Z,43.2388,5.2853,13.964,38.653,45.784,13.959,0.5,0.56,0.225,01111110711
EXIN0004,2025-02-06T04:00:00Z,43.2388,5.2853,13.97,38.649,45.785,13.683,0.5,0.59,0.18,01111110711
EXIN0004,2025-02-06T05:00:00Z,43.2388,5.2853,13.968,38.646,45.781,13.012,0.5,0.65,0.27,01111110711
EXIN0004,2025-02-06T06:00:00Z,43.2388,5.2853,13.953,38.66,45.779,13.407,0.5,0.62,0.27,01111110711
EXIN0004,2025-02-06T07:00:00Z,43.2388,5.2853,13.951,38.654,45.771,12.5,0.5,0.56,0.247,01111110711
EXIN0004,2025-02-06T08:00:00Z,43.2388,5.2853,13.951,38.655,45.772,14.511,0.5,0.62,0.247,01111110711
EXIN0004,2025-02-06T09:00:00Z,43.2388,5.2853,13.942,38.654,45.761,11.829,0.5,0.57,0.202,01111110711
EXIN0004,2025-02-06T10:00:00Z,43.2388,5.2853,13.964,38.661,45.792,20.228,0.5,0.65,6.158,01111110711
EXIN0004,2025-02-06T11:00:00Z,43.2388,5.2853,13.981,38.635,45.783,6.467,0.5,0.63,0.27,01111110711
EXIN0004,2025-02-06T12:00:00Z,43.2388,5.2853,14.039,38.654,45.864,7.216,0.5,0.59,0.225,01111110711
EXIN0004,2025-02-06T13:00:00Z,43.2388,5.2853,14.056,38.657,45.885,13.328,0.5,0.59,0.315,01111110711
EXIN0004,2025-02-06T14:00:00Z,43.2388,5.2853,14.115,38.668,45.959,6.072,0.5,0.6,0.202,01111110711
EXIN0004,2025-02-06T15:00:00Z,43.2388,5.2853,14.184,38.665,46.03,8.714,0.5,0.62,0.157,01111110711
EXIN0004,2025-02-06T16:00:00Z,43.2388,5.2853,14.195,38.678,46.056,6.27,0.5,0.6,0.202,01111110711
EXIN0004,2025-02-06T17:00:00Z,43.2388,5.2853,14.175,38.657,46.012,11.12,0.5,0.58,0.202,01111110711
EXIN0004,2025-02-06T18:00:00Z,43.2388,5.2853,14.167,38.668,46.015,12.184,0.5,0.56,0.315,01111110711
EXIN0004,2025-02-06T19:00:00Z,43.2388,5.2853,14.115,38.67,45.961,11.869,0.5,0.59,0.427,01111110711
EXIN0004,2025-02-06T20:00:00Z,43.2388,5.2853,14.094,38.67,45.94,11.593,0.5,0.52,0.157,01111110711
EXIN0004,2025-02-06T21:00:00Z,43.2388,5.2853,14.07,38.677,45.921,11.238,0.5,0.55,0.202,01111110711
EXIN0004,2025-02-06T22:00:00Z,43.2388,5.2853,14.039,38.667,45.877,12.933,0.5,0.58,0.247,01111110711
EXIN0004,2025-02-06T23:00:00Z,43.2388,5.2853,14.001,38.664,45.835,15.457,0.5,0.6,0.247,01111110711
EXIN0004,2025-02-07T00:00:00Z,43.2388,5.2853,13.995,38.658,45.822,15.418,0.5,0.59,0.225,01111110711
EXIN0004,2025-02-07T01:00:00Z,43.2388,5.2853,13.985,38.665,45.819,14.668,0.5,0.59,0.27,01111110711
EXIN0004,2025-02-07T02:00:00Z,43.2388,5.2853,13.977,38.667,45.811,14.314,0.5,0.6,0.27,01111110711
EXIN0004,2025-02-07T03:00:00Z,43.2388,5.2853,13.974,38.656,45.797,15.575,0.5,0.58,0.247,01111110711
